	Fragebogen Nr.	Longitude	Latitude	Erhebung	org ameise	item ameise	phontype ameise	lextype ameise	org begräbnis	item begräbnis	phontype begräbnis	lextype begräbnis	org deichsel	item deichsel	phontype deichsel	lextype deichsel	org elster	item elster	phontype elster	lextype elster	org fledermaus	item fledermaus	phontype fledermaus	lextype fledermaus	org gurke	item gurke	phontype gurke	lextype gurke	org hagebutte	item hagebutte	phontype hagebutte	lextype hagebutte	org hebamme	item hebamme	phontype hebamme	lextype hebamme	org kartoffel	item kartoffel	phontype kartoffel	lextype kartoffel	org maulwurf	item maulwurf	phontype maulwurf	lextype maulwurf	org pflaume	item pflaume	phontype pflaume	lextype pflaume	org stecknadel	item stecknadel	phontype stecknadel	lextype stecknadel	org ziege	item ziege	phontype ziege	lextype ziege	org zimmerfliege	item zimmerfliege	phontype zimmerfliege	lextype zimmerfliege
40	Co C12	7.83588	47.87776	maurer	d' Omeisa	omeisa	ameise	Ameise	Līcht	līcht	licht	Li(e)cht	dr' Dissel	dissel	disl	Deichsel	d'Agerschta	agerschta	agerschte	Agerst	d'Flädermüs	flädermüs	fledermüs	Fledermaus	Gukum̄ra	gukummra	gugummere	Gugummer	d'Buttabeer	buttabeer	butterbeer	Butterbeere	Hebamm	hebamm	hebamm	Hebamme	Hardäpfel	hardäpfel	hardäpfel	Erdäpfel	Schär	schär	schär	Schär	Pflüma	pflüma	pflüme	Pflaume	Stopfnodel	stopfnodel	schtopfnodel	Stopfnadel	a Geis	geis	geis	Geiß	d' Fliega	fliega	fliege	Fliege
41	Co C2	7.8814	47.84169	maurer	åmais 	åmais 	ameise	Ameise	Līchd	līchd	licht	Li(e)cht	Diechsle	diechsle	diegsle	Deichsel	Agerschd	agerschd	agerscht	Agerst	Fledermūs	fledermūs	fledermus	Fledermaus	Gugumer	gugumer	gugummer	Gugummer	Hagebudde	hagebudde	hagebutte	Hagebutte	Hebamm	hebamm	hebamm	Hebamme	Herdepfel	herdepfel	herdäpfel	Erdäpfel	Schermūs	schermūs	schermus	Schärmaus	Plūme	plūme	plume	Pflaume	Gīfli	gīfli	gifli	Glifle	Gaiß	gaiß	geis	Geiß	Schdubeflieg	schdubeflieg	stubeflieg	Stubenfliege
42	Co C3	7.92836	47.843	maurer	Omeis	omeis	ameise	Ameise	Līcht	līcht	licht	Li(e)cht	die Lande	lande	lande	Lande	na	na	na	na	Die Fledermūs	fledermūs	fledermus	Fledermaus	Gugummere	gugummere	gugummere	Gugummer	die Hagebutzge	hagebutzge	hagebutze	Hagebutte	Hebann	hebann	hebann	Hebamme	Hadepfel	hadepfel	hardäpfel	Erdäpfel	Schermūs	schermūs	schermus	Schärmaus	Pflūme	pflūme	pflume	Pflaume	Gufe	gufe	gufe	Glufe	die Gais	gais	geis	Geiß	die Fliage	fliage	fliäge	Fliege
43	Co C4	7.94335	47.85074	maurer	Amaise, Chlammere	chlammere, amaise	chlammere, ameise	Klammere (große Waldameise), Ameise	Liecht	liecht	licht	Li(e)cht	Diḙsle	dieḙsle	diesle	Deichsel	Elschdr	elschdr	elschter	Elster	Flädrmus	flädrmus	fledermus	Fledermaus	Gugummere	gugummere	gugummere	Gugummer	Hagebutze	hagebutze	hagebutze	Hagebutte	Hebann	hebann	hebann	Hebamme	Härdäpfl	härdäpfl	herdäpfel	Erdäpfel	Schär, Schärmus	schärmus, schär	schärmus, schär	Schärmaus, Schär	Pflume	pflume	pflume	Pflaume	Gu̠fe	gu̠fe	gufe	Glufe	Gaiß	gaiß	geis	Geiß	Fliege	fliege	fliege	Fliege
44	Co C5	7.91725	47.857	maurer	d' Ōmaise, Chlammere	chlammere, ōmaise	chlammere, ameise	Klammere (große Waldameise), Ameise	Līcht	līcht	licht	Li(e)cht	de Dīsle	dīsle	disle	Deichsel	d Elschter	elschter	elschter	Elster	d'Flädrmūs	flädrmūs	fledermus	Fledermaus	Gugummere	gugummere	gugummere	Gugummer	d'Hagebudde	hagebudde	hagebutte	Hagebutte	Hēbamm	hēbamm	hebamm	Hebamme	Härdäpfel	härdäpfel	herdäpfel	Erdäpfel	Schǟrmūs	schǟrmūs	schärmus	Schärmaus	Pflume	pflume	pflume	Pflaume	Gīfle	gīfle	gifle	Glifle	d'Gāis	gāis	geis	Geiß	die Fliägä	fliägä	fliäge	Fliege
45	Co C6	7.94887	47.89511	maurer	Umaise, Klammere	klammere, umaise	klammere, umeise	Klammere (große Waldameise), Ameise	Līcht	līcht	licht	Li(e)cht	Dīsle	dīsle	disle	Deichsel	Ägestr	ägestr	ägeschte	Agerst	Flädermus	flädermus	fledermus	Fledermaus	Gugummer	gugummer	gugummer	Gugummer	Hagebude, Madisbeer	madisbeer, hagebude	martisbeer, hagebutte	Martisbeer, Hagebutte	Hebam, Dorfmueder	hebam, dorfmueder	hebamm, dorfmueder	Hebamme, Dorfmutter	Herdepfel	herdepfel	herdäpfel	Erdäpfel	Schärmus	schärmus	schärmus	Schärmaus	Pflūme	pflūme	pflume	Pflaume	Gufe	gufe	gufe	Glufe	Geihs	geiß	geis	Geiß	Mugge	mugge	muke	Mücke
46	Co C7	7.89778	47.90096	maurer	Omeise	omeise	ameise	Ameise	Liëcht	liëcht	licht	Li(e)cht	Diesle	diesle	diesle	Deichsel	na	na	na	na	Flädrmūs	flädrmūs	fledermus	Fledermaus	Gugumärā	gugumärā	gugummere	Gugummer	Hag(ä)butz(ä)	hagäbutzä, hagbutz	hagebutze, hagebutze	Hagebutte, Hagebutte	Hebamm, mordiowieb	mordiowieb, hebamm	mordiowib, hebamm	Mordioweib, Hebamme	Härdepfl	härdepfl	herdäpfel	Erdäpfel	Schär	schär	schär	Schär	Pflūme	pflūme	pflume	Pflaume	Gufe, Giefli	giefli, gufe	gifli, gufe	Glifle, Glufe	Gais	gais	geis	Geiß	Fli(ä)ge	fliäge, flige	fliäge, fliege	Fliege, Fliege
47	Co C8	7.965	47.93356	maurer	Āmaise	āmaise	ameise	Ameise	Līcht	līcht	licht	Li(e)cht	Disle	disle	disle	Deichsel	Ägisch	ägisch	ägersch	Agerst	Flädermūs	flädermūs	fledermus	Fledermaus	Gugummere	gugummere	gugummere	Gugummer	Hagebutze	hagebutze	hagebutze	Hagebutte	Hewamm	hewamm	hewamm	Hebamme	Herdöpfel	herdöpfel	herdöpfel	Erdäpfel	Schermūs	schermūs	schermus	Schärmaus	Pflūme	pflūme	pflume	Pflaume	Gūfe	gūfe	gufe	Glufe	Gaiß	gaiß	geis	Geiß	Fliëge	fliëge	fliäge	Fliege
48	Co C9	7.83776	47.909	maurer	Omaise	omaise	ameise	Ameise	Līcht	līcht	licht	Li(e)cht	Disle	disle	disle	Deichsel	na	na	na	na	Fledermūs	fledermūs	fledermus	Fledermaus	Gugummere	gugummere	gugummere	Gugummer	Hagebutze u Hagebutte	hagebutze, hagebutte	hagebutze, hagebutte	Hagebutte, Hagebutte	Hebamm	hebamm	hebamm	Hebamme	Herdepfel	herdepfel	herdäpfel	Erdäpfel	Schermūs	schermūs	schermus	Schärmaus	Pflūme	pflūme	pflume	Pflaume	Güfli	güfli	güfli	Glifle	Geihs	geiß	geis	Geiß	Fliege	fliege	fliege	Fliege
49	Co d 1	7.37011	48.1551	maurer	d' Omeis	omeis	ameise	Ameise	Licht	licht	licht	Li(e)cht	d' Dissel	dissel	disl	Deichsel	d'Atzel	atzel	atsel	Atzel	d`Fladermüs	fladermüs	fladermüs	Fledermaus	Gågummer	gågummer	gagummer	Gugummer	d'Butt	butt	butt	Butte	Hewamm	hewamm	hewamm	Hebamme	Hardäpfel	hardäpfel	hardäpfel	Erdäpfel	Mülwarfer, Scharrnialer	scharrnialer, mülwarfer	scharnieler, mülwarfer	Schärnuler, Maulwerfer	Pflüm	pflüm	pflüm	Pflaume	Guff	guff	guf	Glufe	d'Geiß	geiß	geis	Geiß	d' Muck	muck	muk	Mücke
50	Co d 10	7.45233	48.08996	maurer	d' å̄meis	å̄meis	ameise	Ameise	Licht	licht	licht	Li(e)cht	d' Dissel	dissel	disl	Deichsel	d'Åtzel	åtzel	atsel	Atzel	d' Fladermüs	fladermüs	fladermüs	Fledermaus	Gogommer	gogommer	gagommer	Gugummer	d'Bůdda	bůdda	butte	Butte	Hewåmm	hewåmm	hewamm	Hebamme	Hardäpfel	hardäpfel	hardäpfel	Erdäpfel	Scharnierer	scharnierer	scharnierer	Schärnuler	Pflüm	pflüm	pflüm	Pflaume	Goof	goof	gof	Glufe	d'Geiß	geiß	geis	Geiß	d' Můck	můck	muk	Mücke
51	Co d 11	7.48794	48.1443	maurer	Omeis	omeis	ameise	Ameise	Licht	licht	licht	Li(e)cht	Disel	disel	disl	Deichsel	d'Atzel	atzel	atsel	Atzel	D'Fladermüs	fladermüs	fladermüs	Fledermaus	Gagummr	gagummr	gagummer	Gugummer	Butte	butte	butte	Butte	Hewamm	hewamm	hewamm	Hebamme	Hārdepfel	hārdepfel	hardäpfel	Erdäpfel	Schallnialr	schallnialr	schalnieler	Schärnuler	Pflüma	pflüma	pflüme	Pflaume	Gŭf	gŭf	guf	Glufe	Gais	gais	geis	Geiß	Mugga	mugga	muke	Mücke
52	Co d 2 	7.47318	48.10199	maurer	Omeise	omeise	ameise	Ameise	Licht	licht	licht	Li(e)cht	Dissel (f)	dissel	disl	Deichsel	Åtzel	åtzel	atsel	Atzel	Flādrmüs	flādrmüs	fladermüs	Fledermaus	Gugummere	gugummere	gugummere	Gugummer	Butta	butta	butte	Butte	Hewamm	hewamm	hewamm	Hebamme	Hardäpfel	hardäpfel	hardäpfel	Erdäpfel	Schalnüeler	schalnüeler	schalnüeler	Schärnuler	Prünolle	prünolle	prünolle	Prünolle	Gūf	gūf	guf	Glufe	Gais	gais	geis	Geiß	Mugge	mugge	muke	Mücke
53	Co d 3	7.43735	48.09944	maurer	d' Omeis	omeis	ameise	Ameise	Līcht	līcht	licht	Li(e)cht	d' Dissel	dissel	disl	Deichsel	d'Elster	elster	elschter	Elster	d' Fladermüs	fladermüs	fladermüs	Fledermaus	Gugummer	gugummer	gugummer	Gugummer	d'Budde	budde	butte	Butte	Hewamm	hewamm	hewamm	Hebamme	Hardepfel	hardepfel	hardäpfel	Erdäpfel	Schangniëler	schangniëler	schangnieler	Schärnuler	Pflüme	pflüme	pflüme	Pflaume	Guf	guf	guf	Glufe	die Geiß	geiß	geis	Geiß	d' Mugg	mugg	muk	Mücke
54	Co d 4	7.42541	48.11028	maurer	Oͦmeis	oͦmeis	ameise	Ameise	Licht	licht	licht	Li(e)cht	Dissel	dissel	disl	Deichsel	Åtzel	åtzel	atsel	Atzel	Flādermüs	flādermüs	fladermüs	Fledermaus	Goͣgåmmer	goͣgåmmer	gagommer	Gugummer	Bidd	bo̊dd	bott	Butte	Hewamm	hewamm	hewamm	Hebamme	Hardäpfel	hardäpfel	hardäpfel	Erdäpfel	Scharnialer	scharnialer	scharnieler	Schärnuler	Pflüm	pflüm	pflüm	Pflaume	Goͦf	goͦf	gof	Glufe	Gais	gais	geis	Geiß	Můck	můck	muk	Mücke
55	Co d 5	7.44536	48.12387	maurer	d' Omeis	omeis	ameise	Ameise	Licht	licht	licht	Li(e)cht	de Dissel	dissel	disl	Deichsel	d'Åtzel	åtzel	atsel	Atzel	d' Flädermüs	flädermüs	fledermüs	Fledermaus	Gugummere	gugummere	gugummere	Gugummer	d'Butt	butt	butt	Butte	Hebomm	hebomm	hebamm	Hebamme	Hārdäpfel	hārdäpfel	hardäpfel	Erdäpfel	Scharnierler	scharnierler	scharnieler	Schärnuler	Arnschtpflume	arnschtpflume	arnschtpflume	Arnepflüm	Gūfela	gūfela	gufela	Glifle	d'Gaiss	gaiss	geis	Geiß	d' Muck	muck	muk	Mücke
56	Co d 6	7.43868	48.10708	maurer	d' Umeise	umeise	umeise	Ameise	Lichd	lichd	licht	Li(e)cht	d' Dissel	dissel	disl	Deichsel	d'Åtzl	åtzl	atsel	Atzel	d' Flādermǖs	flādermǖs	fladermüs	Fledermaus	Gūggummer	gūggummer	gugummer	Gugummer	d'Budd	budd	butt	Butte	Hewamm	hewamm	hewamm	Hebamme	Hartepfel	hartepfel	hardäpfel	Erdäpfel	Scharr-nījeller	scharrnījeller	scharnieler	Schärnuler	Pflüm	pflüm	pflüm	Pflaume	Gūf	gūf	guf	Glufe	d'Geiß	geiß	geis	Geiß	d' Mugge	mugge	muke	Mücke
57	Co d 7	7.47771	48.12279	maurer	Omaisa	omaisa	ameise	Ameise	Licht	licht	licht	Li(e)cht	Dissel (f)	dissel	disl	Deichsel	Åtzel	åtzel	atsel	Atzel	Fladermüs	fladermüs	fladermüs	Fledermaus	Gugumera	gugumera	gugummere	Gugummer	Budda	budda	butte	Butte	Hewamm	hewamm	hewamm	Hebamme	Hardepfel	hardepfel	hardäpfel	Erdäpfel	Schalnierer	schalnierer	schalnierer	Schärnuler	Pflüma	pflüma	pflüme	Pflaume	Gof	gof	gof	Glufe	Gaihs	gaiß	geis	Geiß	Mugga	mugga	muke	Mücke
58	Co d 8	7.37665	48.125	maurer	d' Oͧmais	oͧmais	ameise	Ameise	Lichd	lichd	licht	Li(e)cht	d' Dissel	dissel	disl	Deichsel	d Atzel	atzel	atsel	Atzel	d' Fladermüs	fladermüs	fladermüs	Fledermaus	Gagommer	gagommer	gagommer	Gugummer	d'Budda	budda	butte	Butte	Häwamm	häwamm	hewamm	Hebamme	Hardäpfel	hardäpfel	hardäpfel	Erdäpfel	dr Dracknäaller	dracknäaller	dracknäaler	Drecknuler	Pflüm	pflüm	pflüm	Pflaume	Goͧf	goͧf	gof	Glufe	d'Gais	gais	geis	Geiß	d' Můck	můck	muk	Mücke
59	Co d 9	7.50131	48.16133	maurer	Omeis	omeis	ameise	Ameise	Licht	licht	licht	Li(e)cht	Dissel	dissel	disl	Deichsel	Agerscht	agerscht	agerscht	Agerst	Fledermüs	fledermüs	fledermüs	Fledermaus	Gagumer	gagumer	gagummer	Gugummer	Butte	butte	butte	Butte	Hewann	hewann	hewann	Hebamme	Hardäpfel, Grummbeere	grummbeere, hardäpfel	grumbere, hardäpfel	Grundbirne, Erdäpfel	Schalnerer	schalnerer	schalnerer	Schärnuler	Eierpflüm	eierpflüm	eierpflüm	Eierpflaume	Guff	guff	guf	Glufe	Gaiss	gaiss	geis	Geiß	Mucke	mucke	muke	Mücke
60	Co D1	6.93211	47.80559	maurer	Ōmeisa	ōmeisa	ameise	Ameise	z'grabta geh-Vergräbnis	vergräbnis, grabta	vergräbnis, grabde	Vergräbnis, z' Grabede	Dīssel	dīssel	disl	Deichsel	Elschter	elschter	elschter	Elster	Fladdermüs	fladdermüs	fladermüs	Fledermaus	Gagūmmera	gagūmmera	gagummere	Gugummer	Budda	budda	butte	Butte	Hewamm	hewamm	hewamm	Hebamme	Hārdäpfel	hārdäpfel	hardäpfel	Erdäpfel	Schōrmüss	schōrmüss	scharmüs	Schärmaus	Pflīemala	pflīemala	pfliemla	Pfläumle	Gūffa	gūffa	gufe	Glufe	Gais	gais	geis	Geiß	Mucka	mucka	muke	Mücke
61	Co D2	6.94324	47.80838	maurer	åmeise	åmeise	ameise	Ameise	Lïchd	lïchd	licht	Li(e)cht	Dīssl	dīssl	disl	Deichsel	Agerschde	agerschde	agerschte	Agerst	Fladermus	fladermus	fladermus	Fledermaus	Gogomera	gogomera	gagommere	Gugummer	Bodde	bodde	botte	Butte	Häwåmm	häwåmm	hewamm	Hebamme	Hardäpfel	hardäpfel	hardäpfel	Erdäpfel	Schormǖs	schormǖs	scharmüs	Schärmaus	Pflüme	pflüme	pflüme	Pflaume	Gūfa	gūfa	gufe	Glufe	Gais	gais	geis	Geiß	Mugga	mugga	muke	Mücke
62	Co D3	6.9473	47.82212	maurer	d' Ameisa	ameisa	ameise	Ameise	Bagrabnis	bagrabnis	begrabnis	Begräbnis	D'r Dissel	dissel	disl	Deichsel	d'Agersta	agersta	agerschte	Agerst	d' Fladermüs	fladermüs	fladermüs	Fledermaus	Gugummarů	gugummarů	gugummere	Gugummer	d'Butta	butta	butte	Butte	Hewamm	hewamm	hewamm	Hebamme	Ardäpfel	ardäpfel	ardäpfel	Erdäpfel	Mülwarfer	mülwarfer	mülwarfer	Maulwerfer	Pflüma	pflüma	pflüme	Pflaume	Guf, Gof	gof, guf	gof, guf	Glufe, Glufe	d'Geiß	geiß	geis	Geiß	d' Mucka	mucka	muke	Mücke
63	Co D4	6.95965	47.79904	maurer	Amaisa	amaisa	ameise	Ameise	Licht	licht	licht	Li(e)cht	na	na	na	na	die Agerschta	agerschta	agerschte	Agerst	Die Fladermus	fladermus	fladermus	Fledermaus	Gagumra	gagumra	gagummere	Gugummer	die Butta	butta	butte	Butte	na	na	na	na	Herdäpfel	herdäpfel	herdäpfel	Erdäpfel	Scharmus	scharmus	scharmus	Schärmaus	Pflumä	pflumä	pflume	Pflaume	Stecknodel	stecknodel	schteknodel	Stecknadel	die Geiss	geiss	geis	Geiß	Mucka	mucka	muke	Mücke
64	Co D5	6.979	47.78312	maurer	Omeis	omeis	ameise	Ameise	Licht	licht	licht	Li(e)cht	Dissel	dissel	disl	Deichsel	Agerschta	agerschta	agerschte	Agerst	Fladermüs	fladermüs	fladermüs	Fledermaus	Gugumr	gugumr	gugummer	Gugummer	Butta	butta	butte	Butte	Hēwam	hēwam	hewamm	Hebamme	Hardäpfel	hardäpfel	hardäpfel	Erdäpfel	Scharmüs	scharmüs	scharmüs	Schärmaus	Pflüma	pflüma	pflüme	Pflaume	Gūfa	gūfa	gufe	Glufe	Geiss	geiss	geis	Geiß	Mucka	mucka	muke	Mücke
65	Co D6	6.90688	47.80694	maurer	åmeisa	åmeisa	ameise	Ameise	Licht, Vergräbnis	licht, vergräbnis	licht, vergräbnis	Li(e)cht, Vergräbnis	dr Dissel	dissel	disl	Deichsel	die Agerschta	agerschta	agerschte	Agerst	Die Fladdermüß	fladdermüß	fladermüs	Fledermaus	Gogummera	gogummera	gagummere	Gugummer	die Butte	butte	butte	Butte	Héwåmm, Puppelefråi	puppelefråi, héwåmm	bubbelefräu, hewamm	Bubbelefräu, Hebamme	Ardäpfel	ardäpfel	ardäpfel	Erdäpfel	Schōrmüß	schōrmüß	scharmüs	Schärmaus	Pflǖma	pflǖma	pflüme	Pflaume	Gōfe	gōfe	gofe	Glufe	die Gaiß	gaiß	geis	Geiß	die Mugga	mugga	muke	Mücke
66	Co D7	6.99386	47.7727	maurer	Omaisā	omaisā	ameise	Ameise	Licht, Begräbniß	licht, begräbniß	licht, begräbnis	Li(e)cht, Begräbnis	der Dissel	dissel	disl	Deichsel	die Agerschta	agerschta	agerschte	Agerst	Die Fladermüß	fladermüß	fladermüs	Fledermaus	Gugumara	gugumara	gugummere	Gugummer	die Butta	butta	butte	Butte	Hewamme	hewamme	hewamme	Hebamme	Hardäpfel	hardäpfel	hardäpfel	Erdäpfel	Scharmüß	scharmüß	scharmüs	Schärmaus	Pflüma	pflüma	pflüme	Pflaume	Gufa	gufa	gufe	Glufe	die Gais	gais	geis	Geiß	die Mugga	mugga	muke	Mücke
67	Co D8	6.97173	47.78361	maurer	Omeisa	omeisa	ameise	Ameise	Līcht	līcht	licht	Li(e)cht	Dissel	dissel	disl	Deichsel	Agerschta	agerschta	agerschte	Agerst	Fladermüs	fladermüs	fladermüs	Fledermaus	Gugumra	gugumra	gugummere	Gugummer	Butta	butta	butte	Butte	Hewāmma	hewāmma	hewamme	Hebamme	Hardäpfel	hardäpfel	hardäpfel	Erdäpfel	Scharrmüs	scharrmüs	scharmüs	Schärmaus	Pflüma	pflüma	pflüme	Pflaume	Gufa	gufa	gufe	Glufe	Geiss	geiss	geis	Geiß	Mucka	mucka	muke	Mücke
68	Co e 1	7.54583	48.1675	maurer	Omeis	omeis	ameise	Ameise	Licht	licht	licht	Li(e)cht	Dissel	dissel	disl	Deichsel	Agerscht	agerscht	agerscht	Agerst	Flādermüs	flādermüs	fladermüs	Fledermaus	Gagumere	gagumere	gagummere	Gugummer	Budde	budde	butte	Butte	Hewam	hewam	hewamm	Hebamme	Ārdepfel	ārdepfel	ardäpfel	Erdäpfel	Schallniler	schallniler	schalniler	Schärnuler	Pflüme	pflüme	pflüme	Pflaume	Guf	guf	guf	Glufe	Gais	gais	geis	Geiß	Muck	muck	muk	Mücke
69	Co e 10	7.5426	48.11609	maurer	Omeis	omeis	ameise	Ameise	Licht	licht	licht	Li(e)cht	Dissel	dissel	disl	Deichsel	Agerscht	agerscht	agerscht	Agerst	Fladermüs	fladermüs	fladermüs	Fledermaus	Gugumer	gugumer	gugummer	Gugummer	Butta	butta	butte	Butte	Hewåmm	hewåmm	hewamm	Hebamme	Hartepfel	hartepfel	hardäpfel	Erdäpfel	Scharniäler	scharniäler	scharnieler	Schärnuler	Pfluma	pfluma	pflume	Pflaume	Guf	guf	guf	Glufe	Gais	gais	geis	Geiß	Mucka	mucka	muke	Mücke
70	Co e 11	7.65562	48.13337	maurer	Omaisa	omaisa	ameise	Ameise	Licht	licht	licht	Li(e)cht	Dissle	dissle	disle	Deichsel	a Agersta	agersta	agerschte	Agerst	a Fladermüs	fladermüs	fladermüs	Fledermaus	Gugumra	gugumra	gugummere	Gugummer	Hāgebutta	hāgebutta	hagebutte	Hagebutte	Hehwāmm	hehwāmm	hewamm	Hebamme	Hardäpfel	hardäpfel	hardäpfel	Erdäpfel	Scharmüs	scharmüs	scharmüs	Schärmaus	Eierpflüma	eierpflüma	eierpflüme	Eierpflaume	Gufa, Gefli	gefli, gufa	gefli, gufe	Glifle, Glufe	a Gaisa	gaisa	geise	Geiß	Mūcka	mūcka	muke	Mücke
71	Co e 12	7.61363	48.13798	maurer	Omaisė	omaisė	ameise	Ameise	Lichd	lichd	licht	Li(e)cht	Dissle (f)	dissle	disle	Deichsel	Ägäste	ägäste	ägeschte	Agerst	Flädermǖs	flädermǖs	fledermüs	Fledermaus	Gugumäre̊	gugumäre̊	gugummere	Gugummer	Hågebutti	hågebutti	hagebutte	Hagebutte	Hewam	hewam	hewamm	Hebamme	Hartäpfl	hartäpfl	hardäpfel	Erdäpfel	Schaelniåla	schaelniåla	schälnieler	Schärnuler	Pflüme̊	pflüme̊	pflüme	Pflaume	Giefli	giefli	gifli	Glifle	Gais	gais	geis	Geiß	Muggeͦ	muggeͦ	muke	Mücke
72	Co e 13	7.63551	48.08944	maurer	Omeise	omeise	ameise	Ameise	Licht	licht	licht	Li(e)cht	Disle	disle	disle	Deichsel	Ägerscht	ägerscht	ägerscht	Agerst	Fladermüs	fladermüs	fladermüs	Fledermaus	Gugumere	gugumere	gugummere	Gugummer	Hagebutte	hagebutte	hagebutte	Hagebutte	Hebamm	hebamm	hebamm	Hebamme	Härdepfel	härdepfel	herdäpfel	Erdäpfel	Schermüs	schermüs	schermüs	Schärmaus	Pflüme	pflüme	pflüme	Pflaume	Gifli	gifli	gifli	Glifle	Geis	geis	geis	Geiß	Muck	muck	muk	Mücke
73	Co e 14	7.60965	48.11815	maurer	Omais	omais	ameise	Ameise	Liecht	liecht	licht	Li(e)cht	Disla	disla	disle	Deichsel	Elschtr	elschtr	elschter	Elster	Flädermüs	flädermüs	fledermüs	Fledermaus	Gugumera	gugumera	gugummere	Gugummer	Hagäbutä	hagäbutä	hagebutte	Hagebutte	Hebamm	hebamm	hebamm	Hebamme	Hadöpfel	hadöpfel	hardöpfel	Erdäpfel	Mülwurf	mülwurf	mülwurf	Maulwurf	Pflüme	pflüme	pflüme	Pflaume	Giefli	giefli	gifli	Glifle	Geis	geis	geis	Geiß	Mugg	mugg	muk	Mücke
74	Co e 2	7.65306	48.12469	maurer	Omeis	omeis	ameise	Ameise	Līcht	līcht	licht	Li(e)cht	Dißle	dißle	disle	Deichsel	Ägeschde	ägeschde	ägeschte	Agerst	Fledrmüs	fledrmüs	fledermüs	Fledermaus	Guggumere	guggumere	gugummere	Gugummer	Hagebudde	hagebudde	hagebutte	Hagebutte	Hewamm	hewamm	hewamm	Hebamme	Härdepfel	härdepfel	herdäpfel	Erdäpfel	Scharmūs	scharmūs	scharmus	Schärmaus	Pflume	pflume	pflume	Pflaume	Giefle	giefle	gifle	Glifle	Geis	geis	geis	Geiß	Mugg	mugg	muk	Mücke
75	Co e 3	7.6357	48.12586	maurer	Omeisa	omeisa	ameise	Ameise	Beardigung	beardigung	beardigung	Beerdigung	Disla	disla	disle	Deichsel	Ackerschta	ackerschta	agerschte	Agerst	Fladermüs	fladermüs	fladermüs	Fledermaus	Kurke	kurke	gurke	Gurke	Hāgebütte	hāgebütte	hagebutte	Hagebutte	Hebåm	hebåm	hebamm	Hebamme	Hartäpfel	hartäpfel	hardäpfel	Erdäpfel	Mülwurf	mülwurf	mülwurf	Maulwurf	Pflüma	pflüma	pflüme	Pflaume	Nodla	nodla	nodla	Nadel	Geis	geis	geis	Geiß	Muka	muka	muke	Mücke
76	Co e 4	7.59943	48.10194	maurer	Omeise	omeise	ameise	Ameise	Licht	licht	licht	Li(e)cht	Dissle (f)	dissle	disle	Deichsel	Ägerscht	ägerscht	ägerscht	Agerst	Fledermüs	fledermüs	fledermüs	Fledermaus	Gukummere	gukummere	gagummere	Gugummer	Hagäbudde	hagäbudde	hagebutte	Hagebutte	Hebamme	hebamme	hebamme	Hebamme	Hardäpfel	hardäpfel	hardäpfel	Erdäpfel	na	na	na	na	Pflüme	pflüme	pflüme	Pflaume	Gifli	gifli	gifli	Glifle	Gaihs	gaiß	geis	Geiß	Muggä	muggä	muke	Mücke
77	Co e 5	7.65599	48.09787	maurer	d' Omaïs	omaïs	ameise	Ameise	Līcht	līcht	licht	Li(e)cht	D' Disslä (f)	disslä	disle	Deichsel	d'Häre	häre	häre	Häher	Flädermǖs	flädermǖs	fledermüs	Fledermaus	Gugumre	gugumre	gugummere	Gugummer	d'Hagebudde	hagebudde	hagebutte	Hagebutte	Hebamm	hebamm	hebamm	Hebamme	Härdėpfel	härdėpfel	herdäpfel	Erdäpfel	Schärmǖs	schärmǖs	schärmüs	Schärmaus	Pflüm	pflüm	pflüm	Pflaume	Gůf	gůf	guf	Glufe	d'Gaïs	gaïs	geis	Geiß	d' Můck	můck	muk	Mücke
78	Co e 6	7.62537	48.10625	maurer	Omeisä	omeisä	ameise	Ameise	Licht	licht	licht	Li(e)cht	Dislä (f)	dislä	disle	Deichsel	Āgestär	āgestär	ageschte	Agerst	Flādermüs	flādermüs	fladermüs	Fledermaus	Gugumerä	gugumerä	gugummere	Gugummer	Hågebuddä	hågebuddä	hagebutte	Hagebutte	Hewamm	hewamm	hewamm	Hebamme	Hardäpfl	hardäpfl	hardäpfel	Erdäpfel	Hōlmüs	hōlmüs	hohlmüs	Hohlmaus	Pflumä	pflumä	pflume	Pflaume	Guefä	guefä	guefe	Glufe	Geis	geis	geis	Geiß	Muggä	muggä	muke	Mücke
79	Co e 7	7.64933	48.1663	maurer	Omeise	omeise	ameise	Ameise	Licht	licht	licht	Li(e)cht	Dißlä	dißlä	disle	Deichsel	Ägescht	ägescht	ägerscht	Agerst	Fledermus	fledermus	fledermus	Fledermaus	Gugumere	gugumere	gugummere	Gugummer	Hagebuttä	hagebuttä	hagebutte	Hagebutte	Hewamm	hewamm	hewamm	Hebamme	Härdöpfel	härdöpfel	herdöpfel	Erdäpfel	Schällnieller	schällnieller	schälnieler	Schärnuler	Pfluume	pfluume	pflume	Pflaume	Givli	givli	gifli	Glifle	Geiße	geiße	geise	Geiß	Mugge	mugge	muke	Mücke
